20150429	방탄소년단	Converse High	male	랩/힙합	64	RM,Slow Rabbit,Pdogg,SUGA,j-hope	RM,Slow Rabbit,Pdogg,SUGA,j-hope	빅히트 엔터테인먼트	너의 컨버스하이 너의 컨버스하이 너의 컨버스하이 컨버스하이 너의 컨버스하이에 꽂혔나 봐 별 수 없나 봐 나는 wo 너의 컨버스하이에 꽂혔나 봐 너무 좋아 다 자꾸 wo 내게 하루만 시간이 있다면 난 컨버스하이 만든 사람을 만날 거야 그리곤 말하겠지 당신이 이 세상을 구했어 넌 저 여자들을 다시 태어나게 한 거야 F your Chanel F your Alexander Mcqueen F your Raf simons 일단 이리 와서 Check it 10만원이면 두 켤레를 사 넌 내가 원하는 걸 알지 흰 티에 청 반바지 빨간 컨버스하이 That's it Alright 빨주노초파남보 니 발에 무지개는 shot like 람보 날 저격해 탕탕 shout out wow wow 니 몸매와 함께면 더 하악하악 컨 taxi 컨 cycle 컨 subway No thanks 난 컨 bus 타고 부릉부릉 저 하늘 별보단 오늘은 니 신발의 별을 볼래 하하 다 남준이 몰래 스치면 인연 스며들면 사랑 이라고 누가 말했었는데 넌 아예 내게 물들어버렸나 니가 좋아 그래도 컨버스로우는 신지 마 너의 컨버스하이에 꽂혔나 봐 별 수 없나 봐 나는 wo 너의 컨버스하이에 꽂혔나 봐 너무 좋아 다 자꾸 wo 너의 컨버스하이 I really really want yo 컨버스하이 I really really like yo 컨버스하이 I really really need yo 컨버스하이 컨버스하이 컨버스 컨버스 I really hate a 컨버스 화려한 니 겉모습에는 말야 검정스타킹에 아찔한 하이힐 그래 그것은 사기야 근데 더 어울리는 것은 조던 Numbers Ha 모르겠니 컨버스는 니 매력을 죽이는 옥의 티 아무튼 날 만날 때는 컨버스를 신지마 무엇보다 벗기가 무척이나 힘들잖아 스치면 인연 스며들면 사랑 이라고 누가 말했었는데 넌 아예 내게 물들어버렸나 니가 좋아 그래도 컨버스로우는 신지 마 너의 컨버스하이에 꽂혔나 봐 별 수 없나 봐 나는 wo 너의 컨버스하이에 꽂혔나 봐 너무 좋아 다 자꾸 wo 너의 컨버스하이 I really really want yo 컨버스하이 I really really like yo 컨버스하이 I really really need yo 컨버스하이 컨버스하이 너의 컨버스하이 I really really want yo 컨버스하이 I really really like yo 컨버스하이 I really really need yo 컨버스하이 컨버스하이 Converse High 
20150429	방탄소년단	이사	male	랩/힙합	94	RM,j-hope,Pdogg,SUGA	RM,j-hope,Pdogg,SUGA	빅히트 엔터테인먼트	Ayo SUGA 3년 전 여기 첨 왔던 때 기억해 왠지 형이랑 나랑 막 치고박고 했던 때 벽지도 화장실도 베란다도 다 파란 집 그 때 난 여기가 막 되게 넓은 집인 줄 알았지 But 내 야망이 너무 커졌어 그리 넓어 보이던 새 집도 이제는 너무 좁아졌어 17평 아홉 연습생 코찔찔이 시절 엊그제 같은데 그래 우리도 꽤 많이 컸어 좋은 건 언제나 다 남들의 몫이었고 불투명한 미래 걱정에 항상 목 쉬었고 연말 시상식 선배 가수들 보며 목 메였고 했던 꾸질한 기억 잊진 말고 딱 넣어두자고 우리의 냄새가 나 여기선 이 향기 잊지 말자 우리가 어디 있건 울기도 웃기도 많이 했지만 모두 꽤나 아름다웠어 논현동 3층 고마웠어 이사 가자 정들었던 이곳과는 안녕 이사 가자 이제는 더 높은 곳으로 텅 빈 방에서 마지막 짐을 들고 나가려다가 잠시 돌아본다 울고 웃던 시간들아 이젠 안녕 3년의 삶 참 짧고도 길었지 많은 일들이 있고 많은 추억의 기억이 막 떠오르곤 해 떠날 때가 되니까 사용의 흔적들 like 통장내역 크레딧카드 좁은 평수만큼 더 뭉친 점도 있었고 Fight right here 치고 받기도 몇번 그래서인지 고운 정 미운 정 쌓이고 쌓였어 먼지 마냥 이젠 치워지겠지 처음보단 짐도 늘고 처음보단 내 스스로 가진 것도 늘었어 이젠 자부심을 딱 들고 더 큰 세상 큰 꿈을 나 바라보겠어 새 출발 새 시작 어떤 식으로 또 꾸밀 지 기대되는 시간 짐 날라 위치 잡아 먼지 닦아 끝나고서는 수고의 짜장면 하나 that's right 이사 가자 정들었던 이곳과는 안녕 이사 가자 이제는 더 높은 곳으로 텅 빈 방에서 마지막 짐을 들고 나가려다가 잠시 돌아본다 울고 웃던 시간들아 이젠 안녕 난생 처음 엄마의 뱃속에서 나의 첫 이사 날을 세곤 했어 희미한 기억 나의 이사의 대가는 엄마 심장의 기계와 광활한 흉터였어 2010년 그 해 겨울 대구에서 철없던 내가 이 세상의 크기를 재곤 했어 상업적이란 집으로 이사간 대가는 욕 바가지 돈따라기 라며 날 향한 손가락질 이처럼 이사는 내게 참 많은 걸 남겼지 그게 좋던 싫던 내 삶 속에서 많은 걸 바꿨지 내 삶은 월세 나도 매달려 알어 내 자존심은 보증금 다 건 채 하루를 살어 uh 그래서 다시 이사 가려고 해 아이돌에서 한 단계 위로 꿈이 잡히려 해 이번 이사의 손 없는 날은 언제일까 빠른 시일이면 좋겠다 이사 가자 정들었던 이곳과는 안녕 이사 가자 이제는 더 높은 곳으로 텅 빈 방에서 마지막 짐 들고 나가려다가 잠시 돌아본다 울고 웃던 시간들아 이젠 안녕 이사 가자 정들었던 이곳과는 안녕 이사 가자 이제는 더 높은 곳으로 텅 빈 방에서 마지막 짐을 들고 나가려다가 잠시 돌아본다 울고 웃던 시간들아 이젠 안녕 
20150429	방탄소년단	Outro : Love is Not Over	male	랩/힙합	90	진,Pdogg,정국,Slow Rabbit	진,Pdogg,정국,Slow Rabbit	빅히트 엔터테인먼트	그 긴 밤이 널 따라 흘러만 가는 것 같아 이 시간이 널 따라 흐려지는 것 같아 왜 멀어져 가 왜 닿지 않을 만큼 가서 Tell me why 멀어져 가 Why 니 눈엔 더 이상 내가 보이지 않니 Uh 사랑이란 아프고 아픈 것 Yeah 이별이란 아프고 더 아픈 것 같애 니가 없으면 난 안될 것 같아 사랑해줘 사랑해줘 다시 내 품으로 와줘 사랑이란 아프고 아픈 것 Yeah 이별이란 아프고 더 아픈 것 같애 니가 없으면 난 안될 것 같아 사랑해줘 사랑해줘 다시 내 품으로 와줘 Love is not over over over Love is not over over over Love is not over over over Love is not over over over 사랑이란 아프고 아픈 것 이별이란 아프고 더 아픈 것 같애 
20140820	방탄소년단	Danger	male	랩/힙합	57	RM,Bui Thanh Vu,방시혁,Pdogg,SUGA,j-hope	RM,Bui Thanh Vu,방시혁,Pdogg,SUGA,j-hope	빅히트 엔터테인먼트	맨날 이런 식 너는 너 나는 나 너의 공식 핸드폰은 장식 나 남친이 맞긴 하니 I'm sick 왜 숙제처럼 표현들을 미뤄 우리 무슨 비즈니스 아님 내가 싫어 덩 덩 디기 덩 덩 좀 살가워져라 오늘도 또 주문을 빌어 우린 평행선 같은 곳을 보지만 너무 다르지 난 너 밖에 없는데 왜 너 밖에 있는 것만 같은지 꽁하면 넌 물어 삐쳤니 날 삐치게 했던 적이나 있었니 넌 귀요미 난 지못미 생기길 니가 더 사랑하는 기적이 넌 내가 없는데 난 너로 가득해 미칠 것 같아 근데 왜 이러는데 왜 바보를 만들어 나 이제 경고해 헷갈리게 하지마 장난해 너 도대체 내가 뭐야 만만해 uh 날 갖고 노는 거야 너 지금 위험해 왜 나를 시험해 왜 나를 시험해 헷갈리게 하지마 장난해 너 도대체 내가 뭐야 만만해 uh 날 갖고 노는 거야 너 지금 위험해 왜 나를 시험해 왜 나를 시험해 헷갈리게 하지 마 너 때문에 너무 아파 너 때문에 너무 아파 너 때문에 너무 아파 헷갈리게 하지 마 넌 내게 너무 나빠 넌 내게 너무 나빠 넌 내게 너무 나빠 헷갈리게 하지마 연락 부재중 unlock 수배 중 너란 여자 본심을 수색 중 고작 보내준 게 문자 두세 줄 이게 내가 바랬던 연애 꿈 파란만장 러브 스토리 다 어디 갔나 드라마에 나온 주인공들 다 저리 가라 너 때문에 수백 번 쥐어 잡는 머리카락 넌 담담 그저 당당 날 차 빵빵 뭐니 뭐니 난 네게 뭐니 너 보다 니 친구에게 전해 듣는 소식 원해 원해 uh 너를 원해 너란 여잔 사기꾼 내 맘을 흔든 범인 불이 붙기 전부터 내 맘 다 쓰고 일방적인 구애들 해 봤자 헛수고 너에게 난 그저 연인이 아닌 우정이 편했을지도 몰라 I'm a love loser 넌 내가 없는데 난 너로 가득해 미칠 것 같아 근데 왜 이러는데 왜 바보를 만들어 나 이제 경고해 헷갈리게 하지 마 장난해 너 도대체 내가 뭐야 만만해 uh 날 갖고 노는 거야 너 지금 위험해 왜 나를 시험해 왜 나를 시험해 헷갈리게 하지 마 장난해 너 도대체 내가 뭐야 만만해 uh 날 갖고 노는 거야 너 지금 위험해 왜 나를 시험해 왜 나를 시험해 헷갈리게 하지 마 너 때문에 너무 아파 너 때문에 너무 아파 너 때문에 너무 아파 헷갈리게 하지 마 넌 내게 너무 나빠 넌 내게 너무 나빠 넌 내게 너무 나빠 헷갈리게 하지 마 
20140514	방탄소년단	Miss Right	male	랩/힙합	42	RM,Slow Rabbit,방시혁,Pdogg,SUGA,j-hope	RM,Slow Rabbit,방시혁,Pdogg,SUGA,j-hope	빅히트 엔터테인먼트	You're my Miss Right Miss Right 널 놓친다면 miss right Miss Right All Right You're my Miss Right Miss Right Girl you want my kiss right Miss Right All Right 너의 sexy mind and your sexy body 뇌 주름 하나까지 섹시하게 태어난 여자 그래 청 반바지와 흰 티에 컨버스 하이 하나 That makes me wanna party on your body 찰랑이는 긴 머리 끝 싱그러운 골반이 지저귀는 한 편의 숲 같은 너 도시 속에서 반짝여 그 비현실적인 몸으로 내 현실을 안아줘 And i want you to be really really real for me 때론 나의 어머니 때때론 나의 에너지 오 난 솔직해 겉으로도 너무 나이스해서 긴장을 놓칠 수 없는 나의 enemy 밖에 많은 정상형들과는 달라서 너 같은 여자를 이상형이라 하나 봐 그래 널 생각하면 마음이 자꾸 시려와 내 겨울바다 널 걷고 싶다 Yes you're my only girl 너는 내게 최고 너의 하루를 알고 싶어 너의 한숨이 되고 싶어 Yes you're my only girl 너는 내게 최고 영화 속에서나 있을 것만 같던 그 사람 날씨마저 딱 좋은데 너와는 딱 인듯해 난 같이 걸어볼까 함께 걸어볼까 날씨마저 딱 좋은데 나와는 딱 인듯해 넌 소설 속에서나 있을 것만 같던 그 사람 바로 너야 어쩜 사람이 그래 세상을 혼자 사는 듯한 착각이 드네 내 곁을 지나는 그대 내 맘에는 너라는 달콤한 바람이 부네 넌 딱히 꾸미지 않아도 매력이란 향수를 뿌리겠지 아마도 신은 없다고 믿었었던 나마저도 신을 믿게 만들어 나에게 여신은 바로 너 니가 어리던 말던 나이가 많던 숨긴 아이가 있던 나는 상관없어 내가 널 사랑하거든 너와 함께라면 어디든 꽃이 핀 garden 명품 백을 쥐기보다는 내 손을 잡아주는 질투심과 시기보단 됨됨이를 알아주는 그런 너와 함께 우리의 미래를 그려봐 우리 커플 신발 사이에 어린이 운동화 Yes you're my only girl 너는 내게 최고 너의 하루를 알고 싶어 너의 한숨이 되고 싶어 Yes you're my only girl 너는 내게 최고 영화 속에서나 있을 것만 같던 그 사람 바로 너야 딱 온 것 같애 내 맘을 흔든 주인공이 앞에 나 끌리는 것 같애 자석처럼 지금 바로 너한테 너의 삶 너의 맘 너의 face 또 너의 line 마치 퍼즐 조각마냥 내 이상형을 맞춘 사람 Oh god 너란 날씨에 이끌리는 바람 너는 꽃 나는 벌 항상 널 향해만 가는걸 Yo I told you many qualifications 'bout my MISS RIGHT But why you're my MISS RIGHT is you are Just you Yes you're my only girl 너는 내게 최고 너의 하루를 알고 싶어 너의 한숨이 되고 싶어 Yes you're my only girl 너는 내게 최고 영화 속에서나 있을 것만 같던 그 사람 날씨마저 딱 좋은데 너와는 딱 인듯해 난 같이 걸어볼까 함께 걸어볼까 날씨마저 딱 좋은데 나와는 딱 인듯해 넌 소설 속에서나 있을 것만 같던 그 사람 바로 너야 
20140514	방탄소년단	상남자 (Boy In Luv)	male	랩/힙합	40	RM,Supreme Boi,방시혁,Pdogg,SUGA	RM,Supreme Boi,방시혁,Pdogg,SUGA	빅히트 엔터테인먼트	되고파 너의 오빠 너의 사랑이 난 너무 고파 되고파 너의 오빠 널 갖고 말 거야 두고 봐 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 아빠 아빤 대체 어떻게 엄마한테 고백한 건지 편지라도 써야 될런지 뭔지 니 앞에서 난 먼지 괜히 틱틱대고 씩씩대고 징징대게 돼 나는 진지한데 찌질하게 시비나 걸게 돼 뭔데 신경 쓰여 다 큰 날 애로 만들어 거꾸로 뒤집을껴 인연을 연인으로 대학까지도 너랑 간다면 참 잘 갈 것 같아 가나다라마바사아 하쿠나마타타 똑같은 프로필 사진 왜 자꾸 확인할까 그렇다고 착각하지마 쉬운 남자 아냐 안달 났어 나 안달 났어 니가 뭔데 너만 잘났어 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 겉으론 bad bad girl 속은 더 bad bad girl 나 같은 남잘 놓치면 후회하게 될 걸 메신저 확인해놓고 누르지 않는 너의 행위 1 자리 없어 짐과 동시에 속만 타지 네비게이션이나 살까 봐 빠름 빠름 빠름 어필하려고 계속 난 아둥 바둥 바둥 진심 I got 'em 뒷심 I got 'em 내가 유일하게 갖지 못한 건 너의 아름 아름 다움 이 내가 어떻게 변하면 되겠니 hol' up 밀당 어장 그런 거 난 잘 몰러 대신 아프면 119 말고 날 불러 니가 울라면 울어 웃으라면 웃어 구르라면 굴러 안달 났어 나 안달 났어 니가 뭔데 너만 잘났어 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 되고파 너의 오빠 너를 향한 나의 마음을 왜 몰라 나를 모른 척해도 차가운 척해도 널 밀어내진 못하겠어 되고파 너의 오빠 너의 남자가 될 거야 두고 봐 나의 마음이 네게 닿도록 지금 달려갈 거야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 
20140212	방탄소년단	상남자 (Boy In Luv)	male	랩/힙합	40	RM,Supreme Boi,방시혁,Pdogg,SUGA	RM,Supreme Boi,방시혁,Pdogg,SUGA	빅히트 엔터테인먼트	되고파 너의 오빠 너의 사랑이 난 너무 고파 되고파 너의 오빠 널 갖고 말 거야 두고 봐 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 아빠 아빤 대체 어떻게 엄마한테 고백한 건지 편지라도 써야 될런지 뭔지 니 앞에서 난 먼지 괜히 틱틱대고 씩씩대고 징징대게 돼 나는 진지한데 찌질하게 시비나 걸게 돼 뭔데 신경 쓰여 다 큰 날 애로 만들어 거꾸로 뒤집을껴 인연을 연인으로 대학까지도 너랑 간다면 참 잘 갈 것 같아 가나다라마바사아 하쿠나마타타 똑같은 프로필 사진 왜 자꾸 확인할까 그렇다고 착각하지마 쉬운 남자 아냐 안달 났어 나 안달 났어 니가 뭔데 너만 잘났어 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 왜 내 맘을 흔드는 건데 흔드는 건데 흔드는 건데 겉으론 bad bad girl 속은 더 bad bad girl 나 같은 남잘 놓치면 후회하게 될 걸 메신저 확인해놓고 누르지 않는 너의 행위 1 자리 없어 짐과 동시에 속만 타지 네비게이션이나 살까 봐 빠름 빠름 빠름 어필하려고 계속 난 아둥 바둥 바둥 진심 I got 'em 뒷심 I got 'em 내가 유일하게 갖지 못한 건 너의 아름 아름 다움 이 내가 어떻게 변하면 되겠니 hol' up 밀당 어장 그런 거 난 잘 몰러 대신 아프면 119 말고 날 불러 니가 울라면 울어 웃으라면 웃어 구르라면 굴러 안달 났어 나 안달 났어 니가 뭔데 너만 잘났어 왜 나를 자꾸 놀려 놀려 너 이제 그만 hol' up hol' up 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 되고파 너의 오빠 너를 향한 나의 마음을 왜 몰라 나를 모른 척해도 차가운 척해도 널 밀어내진 못하겠어 되고파 너의 오빠 너의 남자가 될 거야 두고 봐 나의 마음이 네게 닿도록 지금 달려갈 거야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 꽉 잡아 날 덮치기 전에 내 맘이 널 놓치기 전에 Say what you want Say what you want 니가 진짜로 원하는 게 뭐야 
20130911	방탄소년단	N.O	male	랩/힙합	91	RM,Supreme Boi,방시혁,Pdogg,SUGA	RM,Supreme Boi,방시혁,Pdogg,SUGA	빅히트 엔터테인먼트	좋은 집 좋은 집 좋은 차 좋은 차 그런 게 행복일 수 있을까 In Seoul In Seoul to the SKY 부모님은 정말 행복해질까 꿈 없어졌지 숨 쉴 틈도 없이 학교와 집 아니면 피씨방이 다인 쳇바퀴 같은 삶들을 살며 일등을 강요 받는 학생은 꿈과 현실 사이의 이중간첩 우릴 공부하는 기계로 만든 건 누구 일등이 아니면 낙오로 구분 짓게 만든 건 틀에 가둔 건 어른이란 걸 쉽게 수긍 할 수 밖에 단순하게 생각해도 약육강식 아래 친한 친구도 밟고 올라서게 만든 게 누구라 생각해 what 어른들은 내게 말하지 힘든 건 지금뿐이라고 조금 더 참으라고 나중에 하라고 Everybody say NO 더는 나중이란 말로 안돼 더는 남의 꿈에 갇혀 살지마 We roll We roll We roll We roll We roll Everybody say NO 정말 지금이 아니면 안돼 아직 아무것도 해본 게 없잖아 We roll We roll We roll We roll We roll Everybody say NO 좋은 집 좋은 집 좋은 차 좋은 차 그런 게 행복일 수 있을까 In Seoul In Seoul to the SKY 부모님은 정말 행복해질까 놀고 먹고 싶어 교복 찢고 싶어 Make money good money 벌써 삐딱한 시선 막연함뿐인 통장 내 불행은 한도초과지 공부하는 한숨 공장 계속되는 돌려막기 어른들이 하는 고백 너넨 참 편한 거래 분에 넘치게 행복한 거래 그럼 이렇게도 불행한 나는 뭔데 공부 외엔 대화주제가 없어 밖엔 나 같은 애가 넘쳐 똑같은 꼭두각시 인생 도대체 누가 책임져줘 어른들은 내게 말하지 힘든 건 지금뿐이라고 조금 더 참으라고 나중에 하라고 Everybody say NO 더는 나중이란 말로 안돼 더는 남의 꿈에 갇혀 살지마 We roll We roll We roll We roll We roll Everybody say NO 정말 지금이 아니면 안돼 아직 아무것도 해본 게 없잖아 We roll We roll We roll We roll We roll Everybody say NO Everybody say NO Everybody say NO Everybody say NO Everybody say NO 
20170415	베리굿 (BerryGood)	Hello	female	국내드라마	93	어깨깡패	어깨깡패,김영환	아시아브릿지 엔터테인먼트	너는 날 좋아한다고 말하지만 매일매일 너는 내게 말을 해 하지만 점점 시큰둥해 되려 난 틱틱대 화를 내도 좋아 토라져도 좋아 내게 내게 잘 하는 너 반대로만 하는 나 매일매일 쑥쑥 크는 화초 같은 사랑에 하루도 빼지 않고 물을 줘 하루도 빼지 말고 햇빛을 줘 자라나 자라나 어 자라나 자라나 어 네게 매일 듣고 싶다 그 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E 말해줘 내게 L O V E 매일매일 쑥쑥 크는 화초 같은 사랑에 하루도 빼지 않고 물을 줘 하루도 빼지 말고 햇빛을 줘 자라나 자라나 어 자라나 자라나 어 네게 매일 듣고 싶다 그 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E Monday Tuesday 매일 다르게 어어 Wednesday Thursday 약간 새롭게 어어 Friday Sat Sunday Friday Sat Sunday 듣고 싶은 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E 
20170218	베리굿 (BerryGood)	Hello	female	발라드, 국내드라마	93	어깨깡패	어깨깡패,김영환	아시아브릿지 엔터테인먼트	너는 날 좋아한다고 말하지만 매일매일 너는 내게 말을 해 하지만 점점 시큰둥해 되려 난 틱틱대 화를 내도 좋아 토라져도 좋아 내게 내게 잘 하는 너 반대로만 하는 나 매일매일 쑥쑥 크는 화초 같은 사랑에 하루도 빼지 않고 물을 줘 하루도 빼지 말고 햇빛을 줘 자라나 자라나 어 자라나 자라나 어 네게 매일 듣고 싶다 그 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E 말해줘 내게 L O V E 매일매일 쑥쑥 크는 화초 같은 사랑에 하루도 빼지 않고 물을 줘 하루도 빼지 말고 햇빛을 줘 자라나 자라나 어 자라나 자라나 어 네게 매일 듣고 싶다 그 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E Monday Tuesday 매일 다르게 어어 Wednesday Thursday 약간 새롭게 어어 Friday Sat Sunday Friday Sat Sunday 듣고 싶은 말 넌 정말 Strawberry처럼 달콤해 넌 정말 Strawberry처럼 달콤해 넌 정말 Very Very 우 와 오 Very Very lt's Alright 오 Hello 오 Hello 있잖아 나도 니가 좋아 너의 멘트 너의 멘트 간지러운 멘트가 오늘 들어도 내일 새로운 걸 너의 멘트 너의 멘트 오그라드는 멘트가 사실은 너무 좋아 아 말해줘 내게 L O V E 
20150508	베스티	Excuse Me	female	댄스	68	Long Candy,David Kim,이단옆차기	Homeboy,이단옆차기	YNB 엔터테인먼트	Ha What you talking about 함부로 말하지마 쉽게 날 넘보다가 큰일날지 몰라 딴 여자 찾아 보던가 아니면 가던 길 지나 가던가 Hey I don’t think you understand 3 2 1 Hit it Excuse me Excuse me 나 좀 바쁜 몸이야 Busy Excuse me Excuse me 너랑 상대할 시간 없지 여기저기 쿡쿡쿡쿡 찔러보네 툭툭툭 Oh No Excuse me Excuse me 관심 좀 꺼줄래 뻔뻔한 그런 멘트만 들어 식상하잖아 그 느끼한 눈빛에 난 어림 없어 꿈깨라 딴 여자 찾아 보던가 아니면 가던 길 지나 가던가 Good bye bye See you later Boy 딴데가서 알아봐 Get out my way Get out my way Get out my way 흔해 빠진 사랑에 이젠 질린 것 같애 진심으로 나를 사랑해줄 그런 사람을 원해 겉모습만 보는 너 가볍게 보이는 너 미안하지만 Get away Excuse me Excuse me Hey What you lookin at 그만 힐끔힐끔 대 뻔한 작업 거는 Boy 지긋 지긋해 Excuse me Excuse me 나 좀 바쁜 몸이야 Busy 어차피 뜰 꺼야 없는 번호로 내 시간 낭비 그만하고 가던 대로 go Uh oh Excuse me Excuse me 관심 좀 꺼줄래 어두 컴컴한 너의 흑심만 보여 별거 없잖아 아주 만만하게 보다간 너만 큰 코 다칠라 딴 여자 찾아 보던가 아니면 가던 길 지나 가던가 Good bye bye See you later Boy 딴데가서 알아봐 Get out my way Get out my way Get out my way 흔해 빠진 사랑에 이젠 질린 것 같애 진심으로 나를 사랑해줄 그런 사람을 원해 겉모습만 보는 너 가볍게 보이는 너 미안하지만 Get away Put your hands up in the air Put your hands up in the air Left right side to side Left right side to side Put your hands up in the air Put your hands up in the air Left right side to side Left right side to side 흔해 빠진 사랑에 이젠 질린 것 같애 진심으로 나를 사랑해줄 그런 사람을 원해 겉모습만 보는 너 가볍게 보이는 너 미안하지만 Get away 
20140829	베스티	니가 필요해 (I Need You)	female	댄스	63	이단옆차기	영광의 얼굴들 (Full8loom),Homeboy,이단옆차기	YNB 엔터테인먼트	빗소리만 나도 네 생각에 어제보다 네가 그리운데 난 네가 필요해 Oh 필요해 난 네가 필요해 Oh 필요해 예쁜 속옷 살 때 무서운 꿈을 꿀 때 혼자 요리를 할 때 내 차가 사고가 날 때 난 네가 필요해 Oh 필요해 난 네가 필요해 Oh 필요해 말 없이 내 곁에 언제나 있었는데 나만 이렇게 아플 줄 몰랐는데 All I need All I need All I need is you 난 네가 필요해 난 네가 필요해 다른 사람은 난 싫어 바람처럼 잊기 싫어 난 네가 필요해 난 네가 필요해 잠시라도 곁에 너 없으면 불안해 You're everything I need 사랑은 단순 무식한 게 최고 란걸 몰랐어 우리 사랑을 재고 머리를 뜯고 싸우고 상처는 깊게 베이고 가슴에 딱 한 장 남은 사진을 태우고 말 없이 내 곁에 언제나 있었는데 나만 이렇게 아플 줄 몰랐는데 All I need All I need All I need is you 난 네가 필요해 난 네가 필요해 다른 사람은 난 싫어 바람처럼 잊기 싫어 난 네가 필요해 난 네가 필요해 잠시라도 곁에 너 없으면 불안해 You're everything I need 난 네가 필요해 난 네가 필요해 난 네가 필요해 난 네가 필요해 맘도 사랑도 많이 서툰 밑도 끝도 없는 질투 I want you back want you back want you back now I want you back want you back want you back now 맘도 사랑도 많이 서툰 밑도 끝도 없는 질투 I want you back want you back want you back now I want you back want you back want you back now 
